Controller Name:,"CPU0555396624"	Trend Name:,"_Fossalta_Temperature"	Trend Tags:,"8"	Sample Period:,"4" ms	Description:,""	Start Trigger:,Time Trigger,06/10/2017,08:40:55;038		Stop Trigger:,No Trigger		Start Time:,06/10/2017,08:40:55;038	Stop Time:,06/10/2017,08:41:10;034	Pre-Samples:,"0"	Post-Samples:,"0"
Tim	Posizione	Velocità	Corrente
0	312,673645	600,268738	34,783787
4	315,066986	598,337463	38,299351
8	317,465790	599,699951	38,392166
12	319,868378	600,649963	36,269466
16	322,271698	600,829163	35,290409
20	324,673523	600,456238	35,943813
24	327,080688	601,787476	34,317482
28	329,481171	600,120789	33,839504
32	331,877960	599,199951	36,754223
36	334,276825	599,714539	36,081692
40	336,674866	599,512451	36,405605
44	339,070862	599,000000	38,958221
48	341,469818	599,741638	36,753960
52	343,873779	600,989563	35,032242
56	346,272797	599,754150	35,568409
60	348,673584	600,193726	35,215828
64	351,076996	600,856201	33,950325
68	353,476746	599,935364	35,827549
72	355,876434	599,918701	36,558670
76	358,278900	600,620789	36,363365
80	0,677325	599,604126	36,746330
84	3,076767	599,860413	36,207058
88	5,481025	601,064575	34,140568
92	7,879308	599,570801	34,246861
96	10,275608	599,074951	36,994759
100	12,677675	600,516663	35,582417
104	15,076509	599,708313	35,046738
108	17,470675	598,541626	39,468788
112	19,870817	600,035400	35,671627
116	22,272266	600,362488	36,735680
120	24,674259	600,497864	36,233292
124	27,077934	600,918701	35,611992
128	29,482183	601,062500	32,480129
132	31,882183	600,000000	34,940132
136	34,278343	599,039551	36,070107
140	36,677616	599,818726	35,895111
144	39,071449	598,458313	37,714748
148	41,464310	598,214539	40,283688
152	43,868759	601,112488	36,243866
156	46,272652	600,972900	34,927498
160	48,672333	599,920776	37,982143
164	51,076527	601,047913	34,827076
168	53,478310	600,445801	34,454788
172	55,878159	599,962463	36,004940
176	58,279575	600,354126	35,924442
180	60,677025	599,362488	36,130783
184	63,070976	598,487488	39,645157
188	65,468712	599,433289	37,305202
192	67,873108	601,099976	34,765816
196	70,272461	599,837463	30,901558
200	72,672150	599,922913	36,780006
204	75,073959	600,452026	35,242340
208	77,472076	599,529114	37,990353
212	79,867714	598,910400	38,511654
216	82,270523	600,702026	40,509052
220	84,669655	599,783325	37,508869
224	87,070419	600,189575	36,633873
228	89,475250	601,208313	35,034653
232	91,875237	599,995789	33,236824
236	94,274506	599,818726	36,398022
240	96,677032	600,631226	35,984821
244	99,075813	599,695801	35,280006
248	101,466873	597,764526	39,265324
252	103,865509	599,658325	38,895786
256	106,265694	600,045776	37,414948
260	108,667450	600,439575	37,559814
264	111,071159	600,927063	35,841469
268	113,476074	601,229126	34,284142
272	115,876030	599,989563	36,518402
276	118,277435	600,349976	35,376331
280	120,679070	600,408325	35,106686
284	123,074425	598,839539	37,623539
288	125,470634	599,052063	38,153839
292	127,873405	600,693726	35,922466
296	130,269043	598,910400	36,578678
300	132,666260	599,304138	38,165451
304	135,069672	600,849976	36,636780
308	137,471863	600,547913	36,932243
312	139,870285	599,608276	37,931572
316	142,271133	600,210388	37,561123
320	144,669022	599,470825	39,484615
324	147,065002	598,997864	38,270454
328	149,468491	600,868713	37,751137
332	151,874878	601,597900	34,747002
336	154,272614	599,435364	36,045479
340	156,677292	601,168701	37,174831
344	159,075211	599,481201	35,501625
348	161,473969	599,689575	36,023788
352	163,868195	598,554138	38,878967
356	166,267990	599,947876	37,146683
360	168,667709	599,931213	37,509781
364	171,068451	600,187500	37,317593
368	173,477798	602,333313	34,796848
372	175,880203	600,604126	34,467949
376	178,276154	598,985413	37,300842
380	180,680634	601,120789	35,412037
384	183,078247	599,402039	35,279812
388	185,473557	598,827026	38,987576
392	187,870148	599,147888	40,117252
396	190,266968	599,208313	36,816193
400	192,666916	599,985413	38,100574
404	195,070786	600,966614	38,956573
408	197,478500	601,929138	33,005260
412	199,878571	600,018738	35,045456
416	202,277847	599,818726	35,483006
420	204,678268	600,104126	35,622463
424	207,075806	599,385376	36,344086
428	209,473251	599,360413	39,517567
432	211,875229	600,495789	35,948364
436	214,274048	599,704163	34,926178
440	216,673111	599,764526	36,540447
444	219,077377	601,068726	35,106541
448	221,476044	599,664551	34,856716
452	223,875778	599,933289	37,046261
456	226,275848	600,016663	35,265873
460	228,674072	599,558289	35,481464
464	231,069626	598,887451	37,323334
468	233,473709	601,020813	36,501034
472	235,877991	601,068726	35,029827
