Controller Name:,"CPU0555396624"	Trend Name:,"_Fossalta_Temperature"	Trend Tags:,"8"	Sample Period:,"4" ms	Description:,""	Start Trigger:,Time Trigger,06/10/2017,08:43:32;889		Stop Trigger:,No Trigger		Start Time:,06/10/2017,08:43:32;889	Stop Time:,06/10/2017,08:43:47;885	Pre-Samples:,"0"	Post-Samples:,"0"
Tim	Posizione	Velocità	Corrente
0	254,049377	1139,151978	45,187485
4	258,610077	1140,174927	47,114662
8	263,170807	1140,177002	46,919205
12	267,734314	1140,883301	43,517544
16	272,293274	1139,739502	45,977276
20	276,851929	1139,664551	44,600208
24	281,412140	1140,045776	45,290985
28	285,966797	1138,668701	47,318493
32	290,530212	1140,856201	45,350838
36	295,090332	1140,024902	44,596455
40	299,655365	1141,256226	44,203030
44	304,217010	1140,414551	46,540943
48	308,774292	1139,322876	47,359306
52	313,325317	1137,752075	46,065502
56	317,880585	1138,820801	48,756546
60	322,446198	1141,404053	47,895145
64	327,018555	1143,089478	43,351013
68	331,579773	1140,304077	43,759579
72	336,131348	1137,891602	47,920353
76	340,692566	1140,302002	44,143044
80	345,253662	1140,274902	45,791538
84	349,816071	1140,606201	45,849178
88	354,376587	1140,122803	44,326408
92	358,932953	1139,091553	44,312073
96	3,490125	1139,295776	47,050701
100	8,051567	1140,360352	44,688938
104	12,610759	1139,797852	45,803188
108	17,166584	1138,956177	45,037071
112	21,722767	1139,045776	48,744114
116	26,288250	1141,370728	45,576469
120	30,855959	1141,927002	43,378532
124	35,418400	1140,610352	45,210342
128	39,969524	1137,781250	46,378174
132	44,523273	1138,437500	47,300274
136	49,085476	1140,549927	48,020260
140	53,648933	1140,864502	46,461548
144	58,211815	1140,720825	42,995266
148	62,770065	1139,562500	45,031761
152	67,330261	1140,047852	47,579586
156	71,891365	1140,276978	46,677608
160	76,451256	1139,972900	45,052383
164	81,004875	1138,404053	47,474934
168	85,565956	1140,270752	47,968910
172	90,130234	1141,068726	45,448967
176	94,689796	1139,891602	47,015087
180	99,251266	1140,366577	45,137707
184	103,806519	1138,812500	44,759602
188	108,370575	1141,014526	46,281857
192	112,935600	1141,256226	46,798782
196	117,497948	1140,587402	43,787289
200	122,054474	1139,131226	44,662086
204	126,608749	1138,568726	46,565693
208	131,171219	1140,618652	46,399776
212	135,732849	1140,406250	46,334000
216	140,293396	1140,137451	46,607155
220	144,854782	1140,345825	43,016796
224	149,418961	1141,043701	42,910324
228	153,977127	1139,543701	46,348412
232	158,532288	1138,789551	46,680698
236	163,089981	1139,422852	46,005070
240	167,644974	1138,745728	45,613049
244	172,209442	1141,118652	46,968140
248	176,775513	1141,516602	45,455723
252	181,340973	1141,366577	43,763927
256	185,892548	1137,891602	47,446503
260	190,444778	1138,060303	46,550323
264	195,006424	1140,408325	44,864971
268	199,569580	1140,791626	46,682503
272	204,133911	1141,083252	44,805462
276	208,692047	1139,533325	42,450680
280	213,257217	1141,293701	44,611420
284	217,814606	1139,345825	46,618053
288	222,374847	1140,058228	45,843727
292	226,927414	1138,143677	45,956547
296	231,485703	1139,572876	46,937866
300	236,045639	1139,983276	46,811504
304	240,613907	1142,064575	43,861454
308	245,173462	1139,889526	46,870884
312	249,732040	1139,643677	45,701756
316	254,290054	1139,504150	44,156013
320	258,851746	1140,420776	46,762371
324	263,416962	1141,308228	45,094864
328	267,979645	1140,670776	41,233021
332	272,537933	1139,570801	44,017471
336	277,094574	1139,160400	46,458893
340	281,654968	1140,097900	44,814381
344	286,211761	1139,202026	45,218678
348	290,769287	1139,375000	46,762840
352	295,331390	1140,529053	44,969975
356	299,897308	1141,479126	43,342464
360	304,458496	1140,293701	45,338879
364	309,017975	1139,875000	45,402580
368	313,569855	1137,966553	46,416641
372	318,126770	1139,231201	47,253399
376	322,690063	1140,822876	48,262043
380	327,251617	1140,389526	44,599567
384	331,812531	1140,229126	42,933212
388	336,370667	1139,529053	46,808186
392	340,933380	1140,681152	45,565517
396	345,495636	1140,566650	46,289139
400	350,056122	1140,118652	45,354179
404	354,610748	1138,656250	46,776493
408	359,173096	1140,587402	43,657345
412	3,730817	1139,429077	47,591496
416	8,294617	1140,949951	46,026875
420	12,853608	1139,747803	43,888474
424	17,406574	1138,241577	46,093616
428	21,974083	1141,877075	47,149040
432	26,540216	1141,533325	43,234470
436	31,103483	1140,816650	42,722229
440	35,652424	1137,235352	45,975502
444	40,206741	1138,579102	46,535671
448	44,762840	1139,024902	46,599751
452	49,326908	1141,016602	46,745403
456	53,890842	1140,983276	45,925400
460	58,451866	1140,256226	43,779720
