Controller Name:,"CPU0555396624"	Trend Name:,"_Fossalta_Temperature"	Trend Tags:,"8"	Sample Period:,"4" ms	Description:,""	Start Trigger:,Time Trigger,06/10/2017,08:46:45;108		Stop Trigger:,No Trigger		Start Time:,06/10/2017,08:46:45;108	Stop Time:,06/10/2017,08:47:00;104	Pre-Samples:,"0"	Post-Samples:,"0"
Tim	Posizione	Velocità	Corrente
0	122,437065	1858,302002	47,246639
4	129,885178	1862,029053	46,309559
8	137,334793	1862,401978	43,255733
12	144,759079	1856,072876	51,235050
16	152,198044	1859,739502	51,977013
20	159,640396	1860,589478	47,472427
24	167,083084	1860,672852	49,855289
28	174,532425	1862,333252	45,388340
32	181,971252	1859,706177	46,631153
36	189,415527	1861,068604	45,031036
40	196,850616	1858,772827	47,634087
44	204,278397	1856,943604	49,618824
48	211,718872	1860,120728	52,668400
52	219,160797	1860,481201	48,231445
56	226,595062	1858,564453	50,666832
60	234,037750	1860,672852	49,584694
64	241,485336	1861,895752	44,158245
68	248,922211	1859,218628	47,523495
72	256,358612	1859,102051	51,237331
76	263,789520	1857,722778	50,870396
80	271,229004	1859,870728	51,871998
84	278,682587	1863,397827	49,666199
88	286,124237	1860,412354	49,774277
92	293,562225	1859,499878	48,926991
96	301,011993	1862,437378	46,737450
100	308,449432	1859,364502	46,222855
104	315,886139	1859,172852	47,809059
108	323,327179	1860,262451	47,304092
112	330,757660	1857,616577	51,794773
116	338,203156	1861,379028	50,127190
120	345,645233	1860,518677	47,445862
124	353,075897	1857,664551	48,505146
128	0,518567	1860,666626	47,535877
132	7,971167	1863,149902	44,720547
136	15,400850	1857,420776	48,149628
140	22,839624	1859,693604	50,572323
144	30,280592	1860,241577	50,966358
148	37,715683	1858,772827	53,129452
152	45,158268	1860,645752	49,869400
156	52,591782	1858,379028	50,761425
160	60,033142	1860,339478	49,585075
164	67,488609	1863,866577	45,314373
168	74,920189	1857,895752	49,415642
172	82,356941	1859,187378	50,256557
176	89,804420	1861,868652	47,898491
180	97,243431	1859,754028	49,377533
184	104,674706	1857,818604	52,417858
188	112,109581	1858,718628	49,304020
192	119,549133	1859,887451	48,111195
196	126,992470	1860,833252	50,430721
200	134,435059	1860,647827	46,942642
204	141,864975	1857,479126	52,198242
208	149,311905	1861,731201	50,718994
212	156,753174	1860,316528	50,923538
216	164,189896	1859,183228	52,650326
220	171,627777	1859,468628	49,969475
224	179,079651	1862,970703	46,661659
228	186,514069	1858,604126	49,908089
232	193,947495	1858,354126	52,661610
236	201,374786	1856,824951	54,613251
240	208,826263	1862,868652	53,976460
244	216,280243	1863,493652	47,887463
248	223,710480	1857,560303	50,832874
252	231,148804	1859,581177	53,129189
256	238,598251	1862,362427	46,615147
260	246,038193	1859,983276	46,553463
264	253,473602	1858,852051	52,797771
268	260,912262	1859,668701	48,970314
272	268,350037	1859,439453	53,056068
276	275,797363	1861,833252	49,516865
280	283,235718	1859,587402	50,264179
284	290,673370	1859,414551	50,716038
288	298,117889	1861,126953	47,885521
292	305,557556	1859,918701	48,547508
296	312,997253	1859,927002	50,111675
300	320,432404	1858,787354	51,207096
304	327,867645	1858,806152	47,731323
308	335,316284	1862,160278	49,243313
312	342,764374	1862,024902	47,865749
316	350,193756	1857,345703	48,264111
320	357,635071	1860,329102	51,175690
324	5,080750	1861,416626	45,507450
328	12,522017	1860,316528	47,912712
332	19,953808	1857,947876	51,824234
336	27,384733	1857,731201	51,897507
340	34,826710	1860,493652	52,630867
344	42,278709	1862,999878	50,106030
348	49,710976	1858,066528	50,495766
352	57,157276	1861,574951	49,623688
356	64,606651	1862,343628	46,835796
360	72,039116	1858,116577	50,239819
364	79,480141	1860,256104	49,728577
368	86,921181	1860,260376	49,366154
372	94,349869	1857,170776	51,684380
376	101,791306	1860,360352	52,566402
380	109,229218	1859,477051	49,254589
384	116,663437	1858,554077	49,287563
388	124,113907	1862,618652	48,662956
392	131,564743	1862,710327	46,723988
396	139,001282	1859,131104	50,247669
400	146,442932	1860,412354	51,075340
404	153,882507	1859,895752	47,404980
408	161,319427	1859,229126	49,609478
412	168,752335	1858,227051	52,490025
416	176,191315	1859,743652	49,569824
420	183,638916	1861,901978	48,219826
424	191,087830	1862,227051	47,274418
428	198,513947	1856,529053	51,751263
432	205,963303	1862,339478	50,075840
436	213,405777	1860,620728	48,112534
440	220,834320	1857,135376	49,222912
444	228,270782	1859,114502	51,594154
448	235,719009	1862,056152	46,206818
452	243,161545	1860,633301	47,077961
456	250,608658	1861,779053	48,047958
460	258,042786	1858,529053	53,046852
464	265,478363	1858,899902	51,298290
468	272,925232	1861,712402	48,097294
472	280,363251	1859,508301	48,174458
476	287,802399	1859,785278	48,397202
480	295,239380	1859,243652	48,514881
484	302,672638	1858,314453	50,497879
488	310,117615	1861,241577	49,937248
492	317,560791	1860,799927	49,149464
496	324,990326	1857,379028	52,513931
500	332,438660	1862,085327	50,992947
504	339,888275	1862,404053	45,974247
508	347,318939	1857,666626	47,594257
512	354,761169	1860,560303	46,183594
516	2,201433	1860,062378	46,958523
520	9,638991	1859,389526	48,673775
524	17,078217	1859,806152	52,158379
528	24,515551	1859,333252	50,736000
532	31,957233	1860,420776	50,571735
536	39,407734	1862,624878	48,429070
540	46,840191	1858,114502	49,027569
544	54,279041	1859,712402	49,008404
548	61,728783	1862,435303	46,155502
552	69,163750	1858,741577	48,404251
556	76,599968	1859,054077	51,293026
560	84,045998	1861,508301	48,217686
564	91,480972	1858,743652	47,644802
568	98,927437	1861,614502	47,383949
572	106,366562	1859,781128	46,756260
576	113,792915	1856,589478	49,139626
580	121,239151	1861,558228	48,909031
584	128,688980	1862,456177	45,361649
588	136,117889	1857,229126	51,904510
592	143,559586	1860,422852	52,821941
596	151,004501	1861,231201	46,517738
600	158,447296	1860,695801	48,022415
604	165,886673	1859,843628	48,750416
608	173,316193	1857,383301	47,825241
612	180,763535	1861,835327	49,295452
616	188,214615	1862,768677	46,740829
620	195,634964	1855,087402	51,901024
624	203,068604	1858,410278	53,450714
628	210,525238	1864,158203	45,478745
632	217,968063	1860,704102	45,717812
636	225,411316	1860,812378	46,784706
640	232,846466	1858,789551	46,134274
644	240,282013	1858,885376	47,982246
648	247,734085	1863,020752	46,670078
652	255,164307	1857,552002	49,491795
656	262,591064	1856,689453	53,056789
660	270,037628	1861,645752	50,861156
664	277,486023	1862,093628	46,951115
668	284,931641	1861,404053	46,356453
672	292,370758	1859,783203	46,498829
676	299,802368	1857,899902	46,524170
680	307,245636	1860,820801	49,008148
684	314,683411	1859,441528	50,001369
688	322,112366	1857,235352	50,926769
692	329,562225	1862,468628	49,235672
696	337,018738	1864,129028	43,690636
700	344,447754	1857,249878	46,558605
704	351,884399	1859,162354	47,674770
708	359,327667	1860,814453	45,574253
712	6,767108	1859,862427	47,664234
716	14,210016	1860,727051	49,835541
720	21,644501	1858,620728	48,448841
724	29,082226	1859,431152	49,889683
728	36,530983	1862,189453	46,965595
732	43,967785	1859,199951	47,451004
736	51,402817	1858,758301	48,401352
740	58,842999	1860,045776	47,525406
744	66,284851	1860,462402	47,397575
748	73,727524	1860,668701	50,241482
752	81,163460	1858,983276	48,354637
756	88,597534	1858,518677	48,940735
760	96,051895	1863,589478	47,745548
764	103,490677	1859,695801	45,853348
768	110,914551	1855,968628	49,466545
772	118,363091	1862,135376	47,480373
776	125,805298	1860,552002	47,297829
780	133,240891	1858,895752	50,633915
784	140,680298	1859,854126	51,303883
788	148,116226	1858,983276	49,809830
792	155,556641	1860,099854	49,703060
796	163,000565	1860,981201	48,102997
800	170,436050	1858,872803	49,241222
804	177,881760	1861,429077	47,633614
808	185,332932	1862,791626	47,160194
812	192,769485	1859,137451	47,531849
816	200,200974	1857,870728	52,475937
820	207,639313	1859,587402	50,016464
824	215,078537	1859,806152	47,721367
828	222,521149	1860,651978	49,663555
832	229,958572	1859,354126	47,361637
836	237,394928	1859,091553	49,458397
840	244,840973	1861,510376	48,787720
844	252,282990	1860,501953	47,098412
848	259,709076	1856,520752	54,759724
852	267,154572	1861,376953	50,762379
856	274,599182	1861,151978	47,647343
860	282,043365	1861,047852	48,399563
864	289,483673	1860,077026	46,170135
868	296,915253	1857,889526	50,136620
872	304,359924	1861,170776	50,715820
876	311,811249	1862,833252	47,591694
880	319,234436	1855,795776	51,869106
884	326,676971	1860,629028	50,270515
888	334,131348	1863,597778	43,847633
892	341,567963	1859,156128	45,935337
896	349,006104	1859,535278	47,947594
900	356,446350	1860,060303	46,351032
904	3,889592	1860,808228	47,782059
908	11,336717	1861,781128	46,433022
912	18,765566	1857,212402	49,961452
916	26,196709	1857,785278	52,220200
920	33,642567	1861,464478	47,366432
924	41,080391	1859,456177	48,797501
928	48,515335	1858,735352	51,156170
932	55,955551	1860,054077	49,003731
936	63,394543	1859,747803	51,207088
940	70,844902	1862,589478	50,050903
944	78,281937	1859,258301	49,435364
948	85,716911	1858,743652	48,151947
952	93,164429	1861,879028	48,468082
956	100,608444	1861,004028	44,753986
960	108,033676	1856,308228	49,722733
964	115,478134	1861,114502	50,260937
968	122,923553	1861,354126	50,378788
972	130,364166	1860,154053	49,159336
976	137,800613	1859,110352	51,218819
980	145,237106	1859,124878	48,913830
984	152,684906	1861,947876	46,848980
988	160,133804	1862,224854	45,377998
992	167,564224	1857,604126	50,592350
996	175,010635	1861,606201	47,359665
1000	182,447037	1859,099854	49,041523
1004	189,877548	1857,624878	50,507587
1008	197,312454	1858,727051	52,886002
1012	204,760071	1861,906128	47,013035
1016	212,203369	1860,824951	46,175488
1020	219,646255	1860,720703	45,791084
1024	227,081772	1858,879028	47,402157
1028	234,516632	1858,712402	49,045231
1032	241,964569	1861,985352	49,425495
1036	249,407837	1860,816528	46,667160
1040	256,834839	1856,754028	53,277786
1044	264,271118	1859,064453	51,116734
1048	271,716522	1861,356201	46,632099
1052	279,161743	1861,302002	48,291336
1056	286,602722	1860,241577	48,004074
1060	294,033508	1857,697876	49,905579
1064	301,481415	1861,974854	50,514091
1068	308,933472	1863,014526	46,514397
1072	316,366760	1858,327026	48,001759
1076	323,806671	1859,974854	48,344147
1080	331,255920	1862,314453	42,779984
1084	338,688110	1858,043701	45,697674
1088	346,125977	1859,468628	47,896461
1092	353,562775	1859,197876	45,762268
1096	0,998525	1858,939453	50,693218
1100	8,448842	1862,579102	47,715176
1104	15,881692	1858,212402	49,541851
1108	23,318441	1859,187378	49,917866
1112	30,763725	1861,320801	48,390034
1116	38,206867	1860,785278	46,864330
1120	45,643459	1859,147827	49,974800
1124	53,081375	1859,479126	48,635822
1128	60,520550	1859,793701	49,675785
1132	67,968094	1861,885376	48,016163
1136	75,406441	1859,587402	48,121624
1140	82,837761	1857,829102	48,409084
1144	90,283875	1861,529053	45,409454
1148	97,733665	1862,447876	43,445538
1152	105,161919	1857,062378	48,056168
1156	112,596581	1858,666626	50,472904
1160	120,032272	1858,922852	51,447208
1164	127,488586	1864,077026	47,776840
1168	134,919113	1857,633301	50,691540
1172	142,353256	1858,533203	50,477821
1176	149,797806	1861,139526	48,942142
1180	157,256500	1864,672852	44,503246
1184	164,687805	1857,827026	47,398972
1188	172,119705	1857,974854	50,082951
1192	179,561600	1860,472778	49,307617
1196	186,997696	1859,022827	48,414513
1200	194,439804	1860,529053	51,990921
1204	201,877960	1859,537354	47,014168
1208	209,318878	1860,231201	47,618519
1212	216,771835	1863,239502	45,241188
1216	224,209335	1859,374878	47,268234
1220	231,639725	1857,595703	50,076412
1224	239,088730	1862,251953	47,859859
1228	246,533661	1861,233276	46,325310
1232	253,965500	1857,958252	50,559090
1236	261,408356	1860,710327	47,247692
1240	268,839081	1857,685303	49,046745
1244	276,285187	1861,522827	47,665325
1248	283,730408	1861,306152	46,832943
1252	291,157654	1856,814453	50,340797
1256	298,600861	1860,804077	51,034729
1260	306,054443	1863,395752	45,661377
1264	313,484863	1857,602051	48,818176
1268	320,922546	1859,422852	48,655777
1272	328,367767	1861,299927	45,250481
1276	335,806702	1859,733276	44,553837
1280	343,247498	1860,204102	48,930141
1284	350,678345	1857,706177	49,104439
1288	358,112885	1858,635376	52,084343
1292	5,557708	1861,208252	50,673615
1296	12,995992	1859,570801	52,384983
1300	20,430508	1858,629028	52,094036
1304	27,878792	1862,070801	48,669086
1308	35,317474	1859,670776	48,625778
1312	42,764618	1861,785278	47,523521
1316	50,205116	1860,124878	48,907578
1320	57,634892	1857,443604	50,296749
1324	65,085678	1862,695801	48,854984
1328	72,528702	1860,756104	47,437389
1332	79,959290	1857,647827	48,573112
1336	87,401199	1860,477051	49,167542
1340	94,848900	1861,924927	44,405529
1344	102,281212	1858,077026	47,937469
1348	109,722595	1860,345703	49,061436
1352	117,161186	1859,647827	49,837296
1356	124,601013	1859,958252	49,478264
1360	132,048096	1861,768677	48,312527
1364	139,478088	1857,499878	49,526165
1368	146,917572	1859,870728	49,503319
1372	154,366501	1862,231201	46,365177
1376	161,800171	1858,416626	48,496502
1380	169,234406	1858,558228	52,453255
1384	176,684143	1862,435303	48,094856
1388	184,124054	1859,979126	48,961212
1392	191,576706	1863,162354	44,706535
1396	199,011093	1858,595703	46,517284
1400	206,436447	1856,339478	48,619068
1404	213,887268	1862,706177	45,958107
1408	221,325455	1859,543701	47,410858
1412	228,754059	1857,151978	50,810795
1416	236,197189	1860,783203	51,075726
1420	243,640579	1860,847778	47,566311
1424	251,082779	1860,549927	50,074188
1428	258,513855	1857,766602	49,768280
1432	265,944092	1857,562378	50,294189
1436	273,395966	1862,968628	48,195206
1440	280,849121	1863,287354	47,146740
1444	288,279480	1857,591553	49,796505
1448	295,724518	1861,254028	51,071774
1452	303,174377	1862,466553	45,808125
1456	310,605835	1857,862427	49,056087
1460	318,047943	1860,533203	47,217548
1464	325,486145	1859,543701	45,993908
1468	332,918274	1858,035278	47,476040
1472	340,366394	1862,033203	47,604820
1476	347,799469	1858,262451	50,291233
1480	355,234467	1858,751953	50,693871
1484	2,682733	1862,066528	48,938351
1488	10,127000	1861,066528	48,048630
1492	17,557491	1857,622803	50,466721
1496	25,000109	1860,654053	48,955231
1500	32,436157	1859,012451	47,967579
1504	39,879665	1860,876953	48,757744
1508	47,323708	1861,010376	49,104256
1512	54,750050	1856,585327	52,333408
1516	62,198257	1862,052002	49,317696
1520	69,649994	1862,933228	45,425053
1524	77,081612	1857,904053	48,486919
1528	84,519508	1859,474854	45,052849
1532	91,966080	1861,643677	46,181175
1536	99,399628	1858,385376	48,825630
1540	106,837044	1859,354126	51,478569
1544	114,269310	1858,066528	51,963562
1548	121,709328	1860,004028	53,154396
1552	129,157166	1861,960327	50,741367
1556	136,591339	1858,541626	51,779419
1560	144,030792	1859,864502	50,212948
1564	151,477936	1861,785278	47,423409
1568	158,912811	1858,718628	51,816559
1572	166,355026	1860,554077	50,718914
1576	173,798035	1860,754028	49,616261
1580	181,239944	1860,477051	47,611313
1584	188,678070	1859,529053	51,171761
1588	196,111252	1858,295776	50,312244
1592	203,545212	1858,491577	49,600845
1596	210,999542	1863,581177	47,617313
1600	218,452148	1863,149902	44,528889
1604	225,881836	1857,424927	50,457527
1608	233,315323	1858,370728	53,223282
1612	240,753922	1859,647827	50,170952
1616	248,197327	1860,852051	50,704662
1620	255,637772	1860,110352	49,435455
1624	263,063721	1856,491577	51,121170
1628	270,514832	1862,774902	49,633537
1632	277,970886	1864,012451	45,707340
1636	285,405945	1858,762451	48,864269
1640	292,839966	1858,510376	52,374207
1644	300,281281	1860,327026	48,620831
1648	307,717773	1859,122803	47,840927
1652	315,158478	1860,179077	49,757378
1656	322,602020	1860,883301	46,048462
1660	330,038269	1859,062378	47,515549
